name;type_line;color;cost_total;atk;def;efficiency;stats;draw;move;discard;negate;sacrifice;destroy;deal_damage;must_attack;summon_from_grave;mana_discount;scry;reveal_summon;reveal_draw;ramp;recycle;gain_life;sap;pump;mill;summon_token;trigger;legendary_debuff;impulsive;discard_opp;condition_mult;grant_keyword_mult;draw_conditional;aggressive;draw_topdeck;deal_damage_target;stealth;discard_self;deal_damage_minion_or_player;deal_damage_all_enemies;deal_damage_all_minions;discard_self_hand;deal_damage_opponent;always_sapped;protector
Young Heir;Minion;blue;1.0;1.0;1.0;0.7;0.0;0.0;1.2;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;;;
Big Shield Defender;Minion;colorless;1.0;0.0;3.0;0.08569755605797733;0.143;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;1.2
Big Time Bounty Hunter;Minion;colorless;3.0;2.0;2.0;0.1944702999023728;-0.822;0.0;0.0;0.0;0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Black Rider;Minion;colorless;4.0;3.0;4.0;0.25521873677273577;-0.324;0.0;0.0;0.0;0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Bloody Masochist;Minion;colorless;3.0;0.0;3.0;0.27602988127860995;-0.596;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;;;
Bomb Carrier Imp;Minion;colorless;6.0;6.0;1.0;-0.31903561539135955;-1.861;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;1.2;;;;;;;;;;;
Caring Attendant;Minion;colorless;2.0;2.0;3.0;0.40202347035557656;0.313;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.693;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;;;
City Vulture;Minion;colorless;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;1.2;;;;;;;;;;;
Copy;Token;colorless;0.0;;;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Demonic Prophet;Minion;colorless;2.0;0.0;4.0;10.666.666.666.666.600;0.0;0.0;0.0;0.0;0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;0.8;
Eel Dragon;Minion;colorless;4.0;4.0;1.0;-0.1846268124449554;-0.923;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Fiendish Bookworm;Minion;colorless;2.0;1.0;1.0;0.22596039986983038;-0.822;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Flame Elemental;Minion;colorless;5.0;3.0;3.0;-0.0366861537894246;-2.32;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;2.1;;;;;;;;;
Fugitive Burglar;Minion;colorless;1.0;1.0;3.0;10.687.954.672.182.400;0.581;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.2;0.0;;;;;;;;;;;;;;;;;;1.2
Graveborn Prowler;Minion;colorless;1.0;1.0;2.0;0.9998292600966289;0.286;1.5;0.0;0.0;0;-0.286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;;;;;;;;;;;;;;;;;;
Masked Spy;Minion;colorless;4.0;0.0;4.0;0.35513155089447856;-0.82;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;;;;;;;;;2.1;;;;;;;;;1.2
Mouse Herder;Minion;colorless;2.0;0.0;4.0;0.018483924814931874;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.069;0.0;0.0;;;;;;;;;;;;;;;;;0.8;
Mouse Seer;Minion;colorless;2.0;0.0;1.0;0.6059682474199796;-1.032;2.85;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Murderous Spouse;Minion;colorless;3.0;3.0;3.0;0.25;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;;;;;;;;;;;;;;;;0.6;;
Nightwing;Minion;colorless;10.0;10.0;10.0;0.32727272727272727;0.0;0.0;0.0;0.0;0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.9;;;;;;;;;;;;;;
Nordic Shield Master;Minion;colorless;4.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;1.2
Poisonous Gnome;Minion;colorless;1.0;2.0;1.0;0.44282926009662893;0.286;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;0.4;;
Realm Walker;Minion;colorless;3.0;3.0;4.0;0.2059765790340803;0.324;0.0;0.5;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Rogue Necromancer;Minion;colorless;5.0;2.0;5.0;0.01610729309631174;-1.103;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.8;0.4;;;;;;;;;;;;;;;;;;
Strike Squad;Minion;colorless;3.0;2.0;3.0;0.17176919237330385;-0.313;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.8;0.2;;;;;;;;;;;;;;;;;;
Sunborn Gorgon;Minion;colorless;3.0;2.0;2.0;-0.20552970009762722;-0.822;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Surprising Lama;Minion;colorless;2.0;0.0;1.0;0.23094284649727284;-1.032;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;1.525;;;;
Taunting Legionnaire;Minion;colorless;4.0;2.0;3.0;-0.025322090564843563;-1.306;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;1.2
Teller of Tales;Minion;colorless;3.0;2.0;2.0;0.21947029990237277;-0.822;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.2;0.0;0.0;0.5;;;;;;;;;;;;;;;;;;
Time-worn Dragon;Minion;colorless;7.0;5.0;5.0;0.00947035148468503;-2.32;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.896;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Trash Scavenger;Minion;colorless;2.0;2.0;2.0;0.5666666666666667;0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;;;
Wise Herbologist;Minion;colorless;5.0;2.0;2.0;-0.679448731647548;-5.05;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.973;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Accelerate Evolution;Quest;green;4.0;;;0.16;0.0;0.0;0.0;0.0;0;0.0;-1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;0.5;;;;;;;;;;;;;;
Aimless One;Minion;green;1.0;3.0;3.0;0.6600584613682736;2.32;1.5;0.0;0.0;0;-2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Ancient Lich Lord;Minion;green;8.0;0.0;8.0;-0.2227372529031467;-2.506;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;0.8;
Apis, Insector Matriarch;Minion;green;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Awaken the Elders;Spell;green;1.0;;;-1.0;0.0;0.0;0.0;0.0;0;-2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Benevolent Oak;Minion;green;3.0;0.0;4.0;-0.02266572233713482;-0.291;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Birke, Protector of Life;Minion;green;3.0;3.0;3.0;0.5716703787691223;0.0;0.0;0.0;0.0;0;-0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0;0.358;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Birthed from Soil;Spell;green;6.0;;;-0.5578571428571428;0.0;0.0;0.0;0.0;0;-7.881;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Braum, the Defiant;Minion;green;3.0;4.0;3.0;0.7199831369045379;0.324;1.5;0.0;0.0;0;-0.324;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;0.9;;;;;;;;;;;;;;
Cocci, Curious Ladybug;Minion;green;3.0;0.0;1.0;-0.4223851903238264;-2.462;1.5;0.0;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.35;0.8;;;;;;;;;;-1.5;;;;;;;
Commune with the Wilds;Spell;green;2.0;;;0.16666666666666666;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Cruel Salvation;Spell;green;2.0;;;-0.3333333333333333;0.0;0.0;0.0;0.0;0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Disflora, Apex Hunter;Minion;green;6.0;2.0;2.0;-0.46558516986371956;-10.023;1.5;0.0;0.0;0;0.0;0.0;;0.0;0.0;3.5;0.0;0.0;0.0;0;0.0;0.549;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;0.4;;
Distant Howl;Spell;green;5.0;;;0.6493132891023379;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0;0.0;0.896;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Dryad of the Grove;Minion;green;1.0;1.0;2.0;-0.10717073990337109;0.286;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;-0.5;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Feral Shaman;Minion;green;2.0;2.0;2.0;0.8333333333333334;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Follow the Footprints;Spell;green;1.0;;;-0.5420558458320164;0.0;0.0;0.0;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.416;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;-1.5;;;;;;;
Forced Metamorphosis;Spell;green;2.0;;;0.6666666666666666;0.0;0.0;0.0;0.0;0;0.0;-1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Ghoul;Token;green;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Giant Cocoon;Spell;green;2.0;;;0.665;0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;1.33;;;;;;;;
Guardian of the Valley;Minion;green;3.0;2.0;1.0;0.002059762557219791;-1.192;0.0;1.2;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Haunting Woods;Minion;green;1.0;1.0;1.0;0.18;0.0;0.0;0.0;0.0;0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;;;;;;;1.2;;;;;;;;;;;
Insectile Transformation;Spell;green;1.0;;;1.0;0.0;0.0;0.0;0.0;0;0.0;-1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Insector Lazar;Minion;green;6.0;4.0;4.0;-0.11172281694302767;-2.32;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.538;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Insector Raptor;Minion;green;5.0;4.0;3.0;-0.10855498299994226;-1.351;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.7;;;;;;;;;
Insector Scrabble;Minion;green;4.0;4.0;2.0;-0.12783066084558362;-0.671;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.139;0.0;0.0;;;;;;;;;;;;;;;;;;1.2
Insector Workerbee;Minion;green;2.0;1.0;1.0;-0.15737293346350298;-0.822;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.35;;;;;;;;;;;;;;;;;;
Keeper of the Grove;Minion;green;4.0;2.0;4.0;-0.13425143792705083;-0.671;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Living Hive;Minion;green;7.0;4.0;4.0;-0.2062059330516181;-5.05;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;;;
Mahogan, Wooden Giant;Minion;green;10.0;8.0;8.0;0.08580967834643292;-2.32;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;3.5;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Migration of the Forsaken;Spell;green;1.0;;;-0.4906180398078958;0.0;0.0;0.0;0.0;0;-2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.358;0.0;0.0;0.0;0.179;0.0;0.0;;;;0.5;;;;;;;;;;;;;;
Outrage;Spell;green;4.0;;;0.28834922711293726;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;1.802;;;;;
Overgrown Croaker;Minion;green;1.0;0.0;1.0;0.6013062323525843;-0.247;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.2;0.0;0.0;0.25;;;;;;;;;;;;;;;;;;
Population Devastation Virus;Spell;green;2.0;;;0.40664634592850124;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;1.525;;;;
Pray to the Elders;Spell;green;1.0;;;0.03465735902799726;0.0;1.5;0.0;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.069;0.0;0.0;;;;;;;;;;;-1.5;;;;;;;
Rag, Forsaken King;Minion;green;8.0;0.0;8.0;0.2200324198997049;-2.506;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;5.6;;;;;;;;0.8;
Rapid Decay;Spell;green;2.0;;;0.6666666666666666;0.0;0.0;0.0;0.0;0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Ravager;Minion;green;2.0;1.0;1.0;-0.27403960013016965;-0.822;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Reborn Wanderer;Minion;green;3.0;2.0;2.0;-0.17087234106962995;-0.822;1.5;0.0;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.139;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;-1.5;;;;;;;
Rise of the Forsaken;Spell;green;9.0;;;0.9870823787691222;0.0;6.143;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.896;0.0;0.0;0.0;1.8;0.0;0.8;;;;;;;;3.5;;;;;;;;;
Roaming Vendigo;Minion;green;5.0;3.0;3.0;-0.335042615644956;-2.32;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.2;0.0;0.0;0.0;0.11;0.0;0.0;;;;;;;;;;;;;;;;;;
Seek Asylum;Spell;green;2.0;;;-10.545.833.333.333.300;0.0;4.065;0.0;;0;-2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;-4.729;;;;;;;
Suspicious Apple;Spell;green;1.0;;;0.9249999999999998;0.0;2.85;0.0;0.0;0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Swamp Lurker;Minion;green;6.0;4.0;4.0;-0.302873846105221;-2.32;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;;;
Taxus, the Rotten;Minion;green;3.0;0.0;3.0;0.15162390502288794;-0.596;0.0;1.2;0.0;0;-0.596;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.8;;;;;;;;;;;;;;;;;
Territorial Bjorn;Minion;green;4.0;4.0;4.0;0.32;0.0;0.0;1.2;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;;;;;;;;;;;;;;;;;;
Wandering Forest;Minion;green;5.0;3.0;3.0;-0.38668615378942456;-2.32;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Wild Scavenger;Minion;green;2.0;2.0;2.0;0.5666666666666667;0.0;0.0;0.5;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Wilderness;Territory;green;0.0;;;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Winged Horror;Minion;green;3.0;3.0;3.0;0.26249999999999996;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.5;;;;;2.1;;;;;;;;;
Archfiend Lightning;Spell;red;2.0;;;0.3231049060186649;0.0;0.0;0.0;0.0;0;0.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.139;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.5;;;;;;;;;;;;;;
B00M, Iron-Bone Doctor;Minion;red;7.0;7.0;7.0;0.38999999999999996;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.8;0.3;0.8;;;;;;;;2.8;;;;;;;;;
Barrack;Territory;red;0.0;;;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Battlefield Instigator;Minion;red;1.0;0.0;2.0;0.55;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.6;0.0;0.0;0.5;;;;;;;;;;;;;;;;;;
Battlehardened Quartermaster;Minion;red;1.0;1.0;2.0;0.34282926009662895;0.286;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;;;;;;;;;;;;;;;;;;
Bear Spirit Totem;Spell;red;2.0;;;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Blackfeather Armormaster;Minion;red;6.0;4.0;5.0;-0.1501932017691568;-1.376;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;;;;;;;1.2;;;;;;;;;;;
Blackfeather Striker;Minion;red;5.0;5.0;4.0;0.7950249921567042;-0.33;0.0;1.2;0.0;0;0.0;0.0;0.0;0.0;0.0;3.5;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;;;;;;;;;;;;;;;;;;
Blackfeather Vanguard;Minion;red;4.0;4.0;3.0;0.04760936838636789;-0.324;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.5;;;;;;;;;;;;;;
Bleakfeather Gale;Minion;red;1.0;2.0;1.0;0.1428292600966289;0.286;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Bleakfeather Kalut;Minion;red;1.0;1.0;2.0;0.5928292600966288;0.286;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Cataclysm Core;Minion;red;2.0;0.0;3.0;0.28762276532044945;-0.143;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.3;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.5;;;;;;;;;;;;;0.8;
Chronicler of the Void;Minion;red;2.0;3.0;2.0;0.15051755553959123;0.313;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.139;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Crusader;Token;red;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Damned Necromancer;Minion;red;3.0;0.0;4.0;0.1962550188059201;-0.291;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2.253;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.5;;;;;;;;;;;;;0.8;
Devoid Trickster;Minion;red;1.0;2.0;1.0;0.1428292600966289;0.286;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Divine Smite;Spell;red;3.0;;;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
