name;type_line;color;cost_total;atk;def;efficiency;stats;spell_card_cost;draw;move;discard;negate;sacrifice;destroy;deal_damage;must_attack;summon_from_grave;attach;mana_discount;scry;reveal_summon;reveal_draw;ramp;recycle;gain_life;sap;pump;mill;summon_token;trigger;change_attack;activated_cost;legendary_debuff;impulsive;discard_opp;condition_mult;grant_keyword_mult;draw_conditional;aggressive;draw_topdeck;deal_damage_target;stealth;discard_self;deal_damage_minion_or_player;deal_damage_all_enemies;deal_damage_all_minions;discard_self_hand;deal_damage_opponent;always_sapped;protector
Sadu, False Prophet;Minion;blue;3.0;3.0;1.0;-0.024423760078101778;-0.822;0.0;0.0;0.5;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Siren Song;Spell;blue;3.0;;;0.3;0.0;-0.0;0.0;1.2;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.5;0.0;0.0;0.0;0;0.0;0.0;-0.5;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Stoic Runehart;Minion;blue;4.0;3.0;3.0;-0.04124609841090834;-0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.416;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;;;;;;;;;;;;;;;;
Submit to Will;Spell;blue;5.0;;;0.06666666666666667;0.0;-0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.5;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Temple;Territory;blue;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Tiwaz, Runic Titan;Minion;blue;10.0;8.0;8.0;0.06399149652825113;-2.32;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;3.2;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Trespass;Spell;blue;2.0;;;0.4499999999999999;0.0;-0.0;2.85;0.0;;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;-1.5;;;;;;;
Troublesome Companion;Minion;blue;2.0;2.0;3.0;0.24377073802536142;0.35;0.0;1.5;0.0;;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;;;;;;;;1.33;-1.5;;;;;;;
Unnatural Disaster;Spell;blue;1.0;;;0.7208730677823432;0.0;-0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;1.802;;;;;
Vampirism;Spell;blue;1.0;;;0.75;0.0;-0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Young Heir;Minion;blue;1.0;1.0;1.0;0.7;0.0;0.0;0.0;1.2;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;;;;;;;;;;;;;;;;
Big Shield Defender;Minion;colorless;1.0;0.0;3.0;0.2099152845456019;0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;1.2
Big Time Bounty Hunter;Minion;colorless;3.0;2.0;2.0;0.1944702999023728;-0.822;0.0;0.0;0.0;0.0;0;0.0;1.6;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Black Rider;Minion;colorless;4.0;3.0;4.0;0.2500282384847994;-0.35;0.0;0.0;0.0;0.0;0;0.0;1.6;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Bloody Masochist;Minion;colorless;3.0;0.0;3.0;0.06009922221076265;-1.46;0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;;;;;;;;;;;;;;;;
Bomb Carrier Imp;Minion;colorless;6.0;6.0;1.0;-0.5968609834865254;-3.482;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;1.2;;;;;;;;;;;
Caring Attendant;Minion;colorless;2.0;2.0;3.0;0.41433532937864953;0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.693;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;;;;;;;;;;;;;;;;
City Vulture;Minion;colorless;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;1.2;;;;;;;;;;;
Copy;Token;colorless;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Demonic Prophet;Minion;colorless;2.0;0.0;4.0;1.0666666666666667;0.0;0.0;0.0;0.0;0.0;0;0.0;4.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;0.8;
Eel Dragon;Minion;colorless;4.0;4.0;1.0;-0.29192062223138987;-1.46;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Fiendish Bookworm;Minion;colorless;2.0;1.0;1.0;0.22596039986983038;-0.822;0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Flame Elemental;Minion;colorless;5.0;3.0;3.0;-0.0366861537894246;-2.32;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;2.1;;;;;;;;;
Fugitive Burglar;Minion;colorless;1.0;1.0;3.0;2.2932712802343054;0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;1.2
Graveborn Prowler;Minion;colorless;1.0;1.0;2.0;0.9999294037880015;0.35;0.0;1.5;0.0;0.0;0;-0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;;;;;;;;;;;;;;;;;;
Masked Spy;Minion;colorless;4.0;0.0;4.0;-0.004828061456771419;-2.32;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;;;;;;;2.1;;;;;;;;;1.2
Mouse Herder;Minion;colorless;2.0;0.0;4.0;0.018483924814931874;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.069;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;0.8;
Mouse Seer;Minion;colorless;2.0;0.0;1.0;0.46346562961435006;-1.46;0.0;2.85;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Murderous Spouse;Minion;colorless;3.0;3.0;3.0;0.25;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;;;;;;;;;;;;;;;;0.6;;
Nightwing;Minion;colorless;10.0;10.0;10.0;0.32727272727272727;0.0;0.0;0.0;0.0;0.0;0;0.0;4.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.9;;;;;;;;;;;;;;
Nordic Shield Master;Minion;colorless;4.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;1.2
Poisonous Gnome;Minion;colorless;1.0;2.0;1.0;0.47492940378800164;0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;;;;;;;;;;;;;;0.4;;
Realm Walker;Minion;colorless;3.0;3.0;4.0;0.2124647018940008;0.35;0.0;0.0;0.5;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Rogue Necromancer;Minion;colorless;5.0;2.0;5.0;0.07339948147384177;-1.46;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.5;0.4;0.0;0.0;;;;;;;;;;;;;;;;;;
Strike Squad;Minion;colorless;3.0;2.0;3.0;0.3375352981059992;-0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;1.5;0.2;0.0;0.0;;;;;;;;;;;;;;;;;;
Sunborn Gorgon;Minion;colorless;3.0;2.0;2.0;-0.20552970009762722;-0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Surprising Lama;Minion;colorless;2.0;0.0;1.0;0.08844022869164342;-1.46;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;;;;;;;;;;;;1.525;;;;
Taunting Legionnaire;Minion;colorless;4.0;2.0;3.0;-0.06230474667766787;-1.46;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;1.2
Teller of Tales;Minion;colorless;3.0;2.0;2.0;0.21947029990237277;-0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.2;0.0;0.0;0.5;0.0;0.0;;;;;;;;;;;;;;;;;;
Time-worn Dragon;Minion;colorless;7.0;5.0;5.0;0.00947035148468503;-2.32;0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Trash Scavenger;Minion;colorless;2.0;2.0;2.0;0.5666666666666667;0.0;0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;;;;;;;;;;;;;;;;
Wise Herbologist;Minion;colorless;5.0;2.0;2.0;-0.679448731647548;-5.05;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.973;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Accelerate Evolution;Quest;green;4.0;;;0.16;0.0;0.0;0.0;0.0;0.0;0;0.0;-1.0;0.0;0.0;3.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;0.5;;;;;;;;;;;;;;
Aimless One;Minion;green;1.0;3.0;3.0;0.6600584613682736;2.32;0.0;1.5;0.0;0.0;0;-2.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Ancient Lich Lord;Minion;green;8.0;0.0;8.0;-0.8909490116125868;-10.023;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;0.8;
Apis, Insector Matriarch;Minion;green;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Awaken the Elders;Spell;green;1.0;;;-1.0;0.0;-0.0;0.0;0.0;0.0;0;-2.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Benevolent Oak;Minion;green;3.0;0.0;4.0;-0.15552970009762723;-0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Birke, Protector of Life;Minion;green;3.0;3.0;3.0;0.5716703787691223;0.0;0.0;0.0;0.0;0.0;0;-0.0;0.0;0.0;0.0;2.5;0;0.0;0.0;0.0;0.0;0;0.358;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Birthed from Soil;Spell;green;6.0;;;-0.5578571428571428;0.0;-0.0;0.0;0.0;0.0;0;-7.881;0.0;0.0;0.0;3.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Braum, the Defiant;Minion;green;3.0;4.0;3.0;0.7199745853636806;0.35;0.0;1.5;0.0;0.0;0;-0.35;0.0;0.0;0.0;2.5;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;0.9;;;;;;;;;;;;;;
Cocci, Curious Ladybug;Minion;green;3.0;0.0;1.0;-0.6263378140676129;-3.482;0.0;1.5;0.0;;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.35;0.0;0.0;0.8;;;;;;;;;;-1.5;;;;;;;
Commune with the Wilds;Spell;green;2.0;;;0.16666666666666666;0.0;-0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.5;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Cruel Salvation;Spell;green;2.0;;;-0.3333333333333333;0.0;-0.0;0.0;0.0;0.0;0;0.0;-1.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Disflora, Apex Hunter;Minion;green;6.0;2.0;2.0;-0.6827280270065768;-10.023;0.0;1.5;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;1.6;0.0;0.0;0.0;0;0.0;0.549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;0.4;;
Distant Howl;Spell;green;5.0;;;0.6493132891023379;0.0;-0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;3.0;0;0.0;0.0;0.0;0.0;0;0.0;0.896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Dryad of the Grove;Minion;green;1.0;1.0;2.0;-0.07507059621199841;0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;-0.5;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Feral Shaman;Minion;green;2.0;2.0;2.0;0.8333333333333334;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2.5;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Follow the Footprints;Spell;green;1.0;;;-0.5420558458320164;0.0;-0.0;0.0;0.0;;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.416;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;-1.5;;;;;;;
Forced Metamorphosis;Spell;green;2.0;;;0.6666666666666666;0.0;-0.0;0.0;0.0;0.0;0;0.0;-1.0;0.0;0.0;3.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Ghoul;Token;green;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Giant Cocoon;Spell;green;2.0;;;0.665;0.0;-0.0;1.5;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;1.33;;;;;;;;
Guardian of the Valley;Minion;green;3.0;2.0;1.0;-0.06490077778923736;-1.46;0.0;0.0;1.2;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Haunting Woods;Minion;green;1.0;1.0;1.0;0.18;0.0;0.0;0.0;0.0;0.0;0;-0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;;;;;;;1.2;;;;;;;;;;;
Insectile Transformation;Spell;green;1.0;;;1.0;0.0;-0.0;0.0;0.0;0.0;0;0.0;-1.0;0.0;0.0;3.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Insector Lazar;Minion;green;6.0;4.0;4.0;-0.0646394331429658;-2.32;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.868;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Insector Raptor;Minion;green;5.0;4.0;3.0;-0.12660051852615825;-1.46;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.7;;;;;;;;;
Insector Scrabble;Minion;green;4.0;4.0;2.0;-0.16403744742684473;-0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.139;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;1.2
Insector Workerbee;Minion;green;2.0;1.0;1.0;-0.15737293346350298;-0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.35;0.0;0.0;;;;;;;;;;;;;;;;;;
Keeper of the Grove;Minion;green;4.0;2.0;4.0;-0.16442376007810178;-0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Living Hive;Minion;green;7.0;4.0;4.0;-0.2062059330516181;-5.05;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;3.0;0;0.0;0.0;0.0;0.0;0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;;;;;;;;;;;;;;;;
Mahogan, Wooden Giant;Minion;green;10.0;8.0;8.0;0.06399149652825113;-2.32;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;3.2;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Migration of the Forsaken;Spell;green;1.0;;;-0.4906180398078958;0.0;-0.0;0.0;0.0;0.0;0;-2.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.358;0.0;0.0;0.0;0.179;0.0;0.0;0.0;0.0;;;;0.5;;;;;;;;;;;;;;
Outrage;Spell;green;4.0;;;0.28834922711293726;0.0;-0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;1.802;;;;;
Overgrown Croaker;Minion;green;1.0;0.0;1.0;0.5500705962119984;-0.35;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.2;0.0;0.0;0.25;0.0;0.0;;;;;;;;;;;;;;;;;;
Population Devastation Virus;Spell;green;2.0;;;0.40664634592850124;0.0;-0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;1.525;;;;
Pray to the Elders;Spell;green;1.0;;;0.03465735902799726;0.0;-0.0;1.5;0.0;;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.069;0.0;0.0;0.0;0.0;;;;;;;;;;;-1.5;;;;;;;
Rag, Forsaken King;Minion;green;8.0;0.0;8.0;-0.3145369870678473;-10.023;0.0;0.0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;5.6;;;;;;;;0.8;
Rapid Decay;Spell;green;2.0;;;0.6666666666666666;0.0;-0.0;0.0;0.0;0.0;0;0.0;2.5;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Ravager;Minion;green;2.0;1.0;1.0;-0.27403960013016965;-0.822;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Reborn Wanderer;Minion;green;3.0;2.0;2.0;-0.17087234106962995;-0.822;0.0;1.5;0.0;;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;-1.5;;;;;;;
Rise of the Forsaken;Spell;green;9.0;;;1.0430823787691224;0.0;-0.0;6.143;0.0;0.0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.896;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.8;;;;;;;;3.5;;;;;;;;;
Roaming Vendigo;Minion;green;5.0;3.0;3.0;-0.335042615644956;-2.32;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.2;0.0;0.0;0.0;0.11;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Seek Asylum;Spell;green;2.0;;;-1.0545833333333334;0.0;-0.0;4.065;0.0;;0;-2.5;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;-4.729;;;;;;;
Suspicious Apple;Spell;green;1.0;;;0.9249999999999998;0.0;-0.0;2.85;0.0;0.0;0;0.0;-1.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
Swamp Lurker;Minion;green;6.0;4.0;4.0;-0.302873846105221;-2.32;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;;;;;;;;;;;;;;;;
Taxus, the Rotten;Minion;green;3.0;0.0;3.0;-0.1939206222313899;-1.46;0.0;0.0;1.2;0.0;0;-1.46;0.0;0.0;0.0;0.0;0;0.5;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.8;;;;;;;;;;;;;;;;;
Territorial Bjorn;Minion;green;4.0;4.0;4.0;0.32;0.0;0.0;0.0;1.2;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;;;;;;;;;;;;;;;;;;
Wandering Forest;Minion;green;5.0;3.0;3.0;-0.38668615378942456;-2.32;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;
